input,predicted_label
"Watching movies and TV dramas are good methods , if there is much time .",1
Chair has certificate of quality,0
So they can grow due to the sun .,1
spoken language is very difficult .,0
Sometimes I use Logic,0
And now I want to watch the K - On !,1
Small points can bring whole unconnected detail to the big picture suddenly .,1
I am so tired today .,1
Then I sat up my English learning systems on my computer .,0
The keyboard has a QWERTY keyboard having luminous letters depending on its direction .,1
We appreciate them .,1
if i was said you die after a year by docoter .,0
Turkey is famous for the production of high quality honey .,1
He sometimes spoke in a blank tone in response to our call .,1
I am have a role game by my book .,0
"I think when people die , ",1
Soon we regretted about it because at best we won twice .,0
on hot dish .,0
"Usually , almost all Japanese get days off , which is nice .",1
The reason why we can sense it is because the capacity of the top of the corn is very small .,1
I ate one third of it .,1
This squirrel is mammal belongs to the family of Squirrels Sciuridae and the order od Rodents .,0
I want to say please be polite .,1
"But I have to do , because I ca not graduate my school .",0
A private conversation,1
" Our company keeps making various efforts to transmit information , which is created in an IT society by producing exhibits for art works with new media , and producing contests of experiential art works with internet .",0
When will I be touched once again by the love of inflammation ?,1
"Likewise , if Michael Jordan wanted to be competent in astrophysics , he would need to learn the subject and gain knowledge and insight by studying again and again .",1
The other things are none of their business .,1
means that you are far away from an being so you treat it as an object while you are talking about it .,1
"I even hated myself at one time , but then things changed .",1
"Today , I watched a video that made my day and I want to share it with you .",1
Why do you add an article here ?,1
skype is too useful !,1
Wonderful Mid - autumn,0
" , D It was a small amount , though .",1
I did not feel the difference of the country so much though various topics were done when forming a ring all and speaking .,0
It was an impressive concert .,1
"Because I slept only three hours , it was hard .",1
I feel my sentences are so ugly that I can not continue .,1
"Well , I also love an iPhone as I wrote the previous entry .",1
Thank you for reading .,0
"To help me , my manager nominated me to join the GlobalEnglish learning , which is an online English learning system .",1
Nice to meet you all,1
How are you,0
I will study about Business and Economics in the college that I want to go .,1
"This morning , at breakfast - ",1
Liberation and Education in Okinawa .,1
All events at the university have been cancelled and I am going to stay at home .,1
He is a lawyer and works at an lawyer is office .,0
I forgot that the underground passage of Tokyo is very wide and complex !,1
"In the next semester , I want to keep learning Arabic and re - start to study French .",1
but I do not like growing older .,1
He is getting more than me !,1
I have a person whom I am hard to deal with .,1
"Since Japan is a relatively small country , one family shares one grave usually .",1
Great fun .,1
Future Job,0
"I have known for some time that we are facing a rapidly aging society , but actually looking at these numbers really brings it home .",1
"However , it is a very sensitive matter to talk about .",1
"Rich countries often give financial aid to poor countries , but it does not solve the poverty , so rich counties should give other types of help to the poor countries rather than the financial aid .",1
So I will write it in the new journal anew .,1
"In addition , I did nt drink any alcohol .",1
"After doing that , you should spend a day with a detailed schedule and to do list .",0
but I think we should get over the truth .,1
"I feel very sad , Are they now all right ?",1
Today my skin is smooth .,1
I went to the beach with my friend yesterday . It was so fun !,1
"favor you reared , that rigid teaching make me the person i am today .",0
"Then he told me that he was going to marry a girl this May , who he had met in France .",1
"It was at the restaurant , that morning .",1
We had happily listen to all the lastest news .,0
"We talked each other about our future , friends , partners and so on .",0
" Actually , I do not know music very well .",1
Why do not you drink maccha ?,1
My senior volunteer has been working there for one year and ten months .,1
"When I went back home , host mother often asked if I would like to drink tea .",1
"A rice plant is a husband of seed , A lightning is a wife of seed in situation .",0
Would we be totally happy at last ?,1
" th Aug is called ' OBON ' , and then we belieave that our ancestors come back to this world .",0
Traveling is always the thing that i love very much .,1
I wanted to be very much but now my will is not so strong as before .,1
"Usually , I go to work late .",1
But the premiere was so short .,1
My name is Yuri .,1
"A TV performer said on a TV program before that when he wore a T - shirt which was a heavy metal band is in his trip to Australia , he was surronded by the men who looked very strong .",0
"Oh , never forget to go to the ball park with my boys next Tuesday .",1
I will test it because I would like to know what impact it will have .,1
Using write style at the right time is important .,0
My chief is coming . See you later . Bye .,1
"As a result , the commodity price has been raised and unemployment has turned out to be decreased .",1
Slight backache,1
"Then someday , you will encounter opportunity to find a way to live positively in this impermanent world .",0
Hawaii is my favorite place .,1
He did not know animals head very well .,0
Oh my god he is a foreigner .,1
"After working in Tokyo for years , I was transfered to Malaysia .",1
"When I called him a few days later , he was thanking her .",1
I always whisper do not you know I actually come from the moon ?,0
"I was especially impressed with Nakata is words to Honda , You should play as you think what you want to be .",0
went shopping with my mum .,1
"If I went home earlier than I was supposed to , it meant that the other workmates would need to do my job .",1
"Whatever you say , most influence thing is mother is face .",0
"Next week , I went downtown to change the house to stay in .",1
"Because of the company growth , we intend to make much of profit , and defend it .",1
Jesus Christ is shedding bloody tears for me .,1
"Recently I did not write much , but that is because of my terrible school life .",1
Originally my husband plan to buy some clothes but at last he bought Pots and pans .,0
Hard Work,0
Hi everyone ! Please give me some feedback !,1
Summer Sonic,1
Have a good day ! !,1
It is my dream and hope ! !,0
"Nevertheless , I am rather interested in the six senses he implied at the end of the book .",1
I bought some pork livers when I got off work .,1
Then I realized there are so many Mother Goose in novels and movies .,0
"Anyway , starting to write English !",1
That is terrible !,0
It is not because of escaping from reality but to make myself motivated .,1
I was introduced him by my friend .,1
"I can breast stroke better than crawl , so I practise crawl now .",0
This is black soy bean .,0
my poster,1
"We found her squatted in the passageway of our apartment , trembling , helpless , and her eyes were full of fear .",1
I hope the weather will be good .,1
So I am feeling a little sleepy today .,1
My host mother and international students .,1
So maybe we can come to the conclusion that mastering English will add to the possibility of getting a better pay .,1
I wrote I am goiing to a live on Saturday .,0
I like Tennessee Williams ' works and I would like to fully appreciate his works .,1
Your daughter will get a bath with you and tell you everything when she is in elementary school .,1
"If you want to delete files on drive F , put them into the Recycle Bin , and delete them from the Recycle Bin .",1
Recently I had not enough time to watch TV or movies .,1
That is the reason why he told me so .,1
"Simple is that , problem solved . ",0
"But , it was not long before I realized that I could climb over any steep paths by taking them step by step .",1
The machine is called materials testing machine .,0
"It was really interesting at first , but to be sincere .",1
Reading and studying those written or unwritten knowledge is doubtlessly one of the best way .,0
Half cab is very cool .,0
"And then , you should follow the signs that are hanging from the ceiling .",1
" Just slightly imagine your future . If Japanese were very good like you , would you work at a Japanese publishing company ?",0
"Anyway , when I first had a girl friend , she destroyed my pure and perverted fantasy about women completely lol",1
I think this technique is special .,1
Thank you for every country .,1
Thanks for reading it .,1
Are you OK ? ?,1
One month !,1
I will probably solve my body is problems and will improve my health .,0
"Through this study abroad , I want to learn to cope with trouble and difficult situation on my own .",1
"This morning , I got up at seven .",1
I study English by textbook .,1
"If you care for us , please , please pray with us and let your friends know what is happening .",1
"I will sing it with my friends , so I am excited ",1
What a great thing it is !,0
"I have never been to abroad , but I ve traveled our country so many times .",0
So I want to study it by myself without going to school .,1
I will spend the winter .,1
"Though I did not worry about my jaws , I had a weight on my mind .",1
I speak a smetering of English .,1
"So now , I am going to write about a current lifestyle of mine .",1
Like Patricia CornwellEllery Queen .,0
"but this one , really catch my attention .",0
About My Interests .,1
I am supposed to try to read a novel in English .,1
And someone was waiting too .,1
around Seoul in my car,0
My hairstyle praised by a colleague .,0
Because it does not rain during he brings it and walks .,0
"Today , I feel not good .",1
I am a medical student and I am in my fifth year .,1
Recent events,0
Help please ! D,0
"If my diary has any faults , please help me point out it .",1
Now I study about that .,0
"My shopping bag is an eco bag and it can be folded to become small . - It is made of a material to be folded very small , so I have been carrying it whenever I go out somewhere .",1
"After more than years , went through the UK , another year in France , finally I arrived in Taiwan .",0
But I have some test before it .,0
"Now I am likely to be discouraged , to cry and to disappear , so whose words am I going to believe ?",1
Better than not .,1
Thank you in advance ! ! !,1
Being traced machine is very scary and the movie describes it well .,0
So I can feel spring by myself .,0
It should not be ! ! !,1
"Today , I had an unusually early breakfast today .",1
Exchanging our languages is really useful and pleasing as well as making a new foreign friends .,0
Came back,0
This experience made me decide to proceed to postgraduate school to study the methodological contribution of anthropology to the development of the locals in more depth .,1
The sky heals my heart,1
"In this year , I can not try new thing .",0
I am glad to check your Japanese .,1
My father made it for me before he went to sleep .,1
it is a little happy for me .,1
The view from the mountain top was spectacular and overwhelming .,1
It is very strange that at the end of august I usually become ill and don t go to school .,1
"The little girl sweated a lot , she cried a lot , and the most important thing , she thought that the irregular verbs in English were pretty hard to remember .",1
I am also interested in this class so I am going there .,1
Because highway fee price has downed since April by an economic policy .,0
"In other business cultures , companies hire people to do a job and then fire them when they are not needed .",1
There are a couple of theories why the singularity happens .,0
"Last week , my co - worker said suddenly , Hey , momo , I got a silver angel ! ! ",1
Today is pronunciation practice in English and Japanese .,0
It want my parents .,0
"The waterfall sing , I find my song , when I find my freedom ",0
"In terms of wine , he is a true connoisseur .",1
"My elder sister is now in Battle Creek , Michigan .",1
"to tell the true , I like him yet .",0
I began crying .,1
I feel a bit nervous .,1
"Secondly , it is not only chocolate that both women and men give each other as a Valentine is gift .",0
The weather report says that it would be rainy there tomorrow .,1
"First I went there in summer for one month , and then from September , to August , .",1
Finally I got a driver is license here in California .,1
"Next morning , I am going to buy a black polo shirt in UNIQLO !",1
"Even now , while I walked down the streets of Singapore , I looked at them , with those eyes of discrimination .",1
I can say It is tiring so easily .,1
The return of the king,1
"It is far from the central Tokyo , and it took about one and half hour by car from my house .",1
And this is sure to be a drawback on his career .,1
"I find it very hard to keep a diary every time I begin a new blog , but I do not want to give up this diary as early as my other countless blogs .",1
Please tell me how differ between for the restaurant and to the restaurant .,0
Ahhh lately I am very stressed .,1
"She asked me to write two articles about a nice traditional story of Bhutanese , and about my experience of an admission to a hospital in Bhutan .",1
Start studying English,0
"It opens up another world , I know .",1
"But , she is not a Cinderella but a witch .",1
"But first I visited Paris myself for nights . to travel alone was my first experience , and I felt so lonely . ",1
?,1
I have a lot of things to do but I ca not do anything else .,0
Start writing in my diary in English !,1
Thanks for reading !,1
"When I came to the classroom , I thought that I would not pass this exam and I felt very nervous .",1
But I have no textbook and no foreign friends .,1
I was happy to hear that .,1
"I also planned I would go beforehand and do sightseeing around Kyoto , but I gave up going because a big typhoon is coming now .",1
Usually I use other web for learning English .,0
Today is a last day of my vacation .,1
Is there anybody who lives in Tokyo who can speak this language - ? ?,1
My kids said they studied enough and played Nintendo a little .,1
I am so confused .,1
Are you sure ?,1
No enjoyment tomorrow .,1
But it is very difficult for me to finish the reading parts on time yet .,1
It is better for me to get up earlier in the morning .,1
So I want them .,1
it is midnight in JAPAN .,1
"The food were delicious , my friend was happy .",1
October st,0
I got out of the taxi .,1
But ordinary people at that time did not know what a constitution was .,1
It s good enough .,1
This is in danger .,1
The best are the senior school students .,1
Who the hell is he ?,1
"And more , I have to repair it !",1
"So , sometimes I check BBC online .",0
I hated both of them .,1
But the more unhappy thing was I had to write a long story about this game .,1
and the murderer is face also appeared on TV .,0
Read my writing ?,1
" We do not need toothpaste , and we should use a very soft brush for cleaning all over our teeth . ",1
but this one really caught my attention .,1
I am so happy to have a break time .,0
"Actually , I dropped out of college for some reasons .",1
And worked overnight again !,1
We ate in mac -,0
I am afraid of that .,1
There are two reasons why I decided to keep a diary here .,1
Winning Eleven,0
little afraid .,0
"If you can say in detail about it , It is better .",0
"On the other hand , watching TV had occupied quite a lot of time from my life .",1
"It is baked on a lot of small rocks , too .",1
The boss is wife is a designer of clothes and she lived in Kyoto about ten years ago to study aizen - zome .,1
"As for me , I can easily read any books which are written in English , but I ca not write or speak in English ! !",1
"One week ago I red a book by Jane Austin Persuasion and it was very strange , because I do not like romans , but this book I have red during one day !",0
That is because I would like to change my mood .,1
I did not know that I would be the girl at the time .,1
"Anyway , let s look forward to a more and more convenient life with the high - tech of IT provided for us .",0
I did nt have a confidence that she would forgive me about the matter .,1
They were speaking to Japanese rearlly fluently .,0
Help me .,0
I woke up this morning and it was still raining .,1
How Safe Is Your Hometown ?,1
Decide the place of the things .,0
It was rather pretty scary but really fun .,1
I want to see her that face this year too .,0
yeah i know you had enough,0
What do you know that I say ?,0
Finally I could access it .,1
OMG . catch the last train !,1
"So , I am getting nervous because I have prepared for this international program for the past months .",1
"She answered , ",0
I do not think so .,1
"Anyway , this could be the greatest day of my life ! !",1
I had my diary corrected yesterday .,1
"Speaking of the good part , peer pressure can make some students more active and energetic .",1
I moved to a new house last month .,1
"As for Japanese Universities , those have only the necessary buildings for individual departments and buildings for officers and club activities .",1
What do you think ?,1
"He plays with so many great artist like Stan Gets , Chick Corea , Pat Metheny or Keith Jarret and is known as a contemporary jazz musician well .",0
Temparature is high .,0
"On the other hand , I did not bring in .",0
The comedian won an award for his TV show and an Oscar for his first film performance .,1
he started running .,1
"Last week I found the host posted a interested article for next time meeting , so I decided to join again after long time absencing .",0
Daughter Hmm .,0
I can do it .,0
Have you been hospitalized in Japan ?Was there a nurse who can speak English ?,1
The Chinese version published .,0
I will show you how to make it .,1
My boss said it is a stimulus for all employees .,1
We can use money only for ourselves and do not extra part - time - job for date cost .,0
Let is call it a day .,1
I went to practice a golf to be able to execute nice shot .,0
"From sunday , I will go back to my hometown ! !",1
"I do not know how to correct , , , haha",0
"I do not know why , but somehow I am always sleepy .",1
"Living as a girl is fun , so I want to born as a girl next too .",0
"If they say they want to live large , ",0
She works as a dietitian .,1
I know I will be a decadent student if it goes on .,1
Figure skating is a sport including both of technological and artistic factors .,0
Though I will graduate in June I have to do a lot of exams ! !,1
What is the difference between relevant to and related to ?,1
You are the person who knows what accomplishment is like .,1
How fast the time goes ! !,0
I can not quite put an end to my summer vacation homeworks .,1
It is so cute and I love it,1
What is that ? It looks like big dragon fruit . ',1
Hopefully I can enjoy snowing next time .,1
Please tell me how you study foreign languages .,0
"Obviously , the most significant advantage of spending a year abroad is the opportunity to communicate and interact with native speakers an opportunity that is not offered to such an extent here in Germany .",1
We have heavy rain today .,0
I am a little regreted for missing it .,1
We had a little snow in this early morning .,1
Bush Warbler,1
maybe she want to ice - cream but ice - cream is not dog food .,0
"But if he wants , he could go normal army except for Marine .",0
Because the gravy sauce turned out too greasy that we could hardly eat it .,1
"I work for division and work with many , which are more than .",0
Sorry for my disappear !,0
"So I told them , my sweet take easy , try to make comfortable with yourself . ",0
M .,1
The Ending of a vacation,1
" Maybe they all went out for dinner , I said to myself , and went to the study room alone .",1
Good night .,0
"Oh , grandpa bought Tomo - chan some pudding and I took medicine together with the pudding , - ",1
But I am still happy .,1
"Next , I want to show you how I met Yosakoi .",1
I am cold - natured so I hate the winter .,1
I am and I live in Poland .,1
I like go for walks in the woods and go fishing .,0
"After . , people in all over the world are more scared of terrorism than before .",1
I could understand them over percent .,0
Sept .,1
I do not want to be like this when I begin my new life .,1
Students can read biographies or look up some data in the library .,1
"Japan , this unique country , does not have any official religion .",1
"I am sorry , mom .",1
An airline that the heroine was working seemed the Japan Air Line .,1
Now I am still ill but I am getting better slowly .,1
On Apr .,1
"It s funny , sometimes they look for a crack for a program for hours , when in can be bought just for a few dollars !",0
"That time , she and I was resolting in railway station for snowstorm , and her husband is unwillingness to get up to drive her to home .",0
Intellectual challenges are also of great interest to me .,1
agreement agreement,1
I have heard that all cost is very expensive for Japanese .,0
I have to study English .,1
"Receiving a letter from a friend , especially a letter from abroad with an exotic tint , is indeed a bliss in life , providing that there s no need to reply .",1
"Hi there , hope you guys are having a great weekend .",1
I do not think this direction is OK .,1
"The fact that News was full of blame did not be helpful anymore to the flood , mudslide , landslide , destroy , etc .",1
The tragedy in New Zealand reminds me of a disaster I saw firsthand years ago .,1
"Yesterday night , we watched Lupin the third the castle of Cagliostro on TV .",1
I am a little bit tired to get ready for my presentations .,0
"Maybe it is very difficult , but if you know those kindav pages , ",0
"I know I am thinking too logically , but it sometimes gives me a new perspective , after all .",1
I started to chat with my Skype friends again .,1
"Also , Freshmans have come to my company .",0
"Incidently , today is muffins were two kinds , caramel banana , sweetpotato .",0
Hope you like it !,1
I was gave yearbook today .,0
I decided to try it another year .,1
Just go on .,1
Today was so hard to me .,0
I will miss Tanzania when I go back to Korea .,1
I want to read books in the original language .,1
"But a woman lent me this yesterday , and she said she was the hostess of the shop . I began to feel strange .",1
My husband has been catching a cold since the day before yesterday .,1
I want some tea but lazy to make .,0
Thank for your listening,0
Then we rode a ferris wheel .,1
it is raining today .,1
"Finally , we really appreciate so many encouragements from all over the world .",1
But my mother and my family took comfort from Grace .,1
It requires at least comprehensive IT knowledge and highly business skills .,1
"In their common sense , it seems a woman changes her family name when she gets married .",1
"I felt I really knew his admirable personal character If a natural born educator exists , he is exactly that .",0
I think everyone did a totally good job so I wanted to vote for everyone if possible !,1
My phone number is - - and I hope you confirm again .,0
Explains as follows,0
"So when I go there , I will study english very hardly .",1
It is not likely that today is August .,1
He also got away with the key of my place .,1
"Coming to know that his father was murdered , Hamlet immediately expresses his readiness to avenge his father .",1
The fireworks were amazingly beautiful and so big as if we could touch them .,1
Email,1
I felt so embarrassed because I was gotten ahead of by a woman .,1
A short trip,1
I went to trip in HongKong ! !,0
"Hi , How is going today ? ?",1
I am back !,1
It was actually rather cold inside and still no light .,0
We will try some decent electrical stores and high - end department stores .,1
"I ca not eat all of it , so I will invite friends to eat curry .",0
My friends kindly worry about me .,1
Follow the fox ! THE King said .,1
"This is because , in Taiwan tradition , the number four represents un luck , so many people think the person might go through lots of bad things .",1
Hey guys !,1
Thank you for reading !,0
"Discussion , debate , drama , and speech .",1
" , direct designers and programers for making a customer is website .",0
Do you know about golden week ?,0
This is a good chance for me .,1
"It stores some liquid which smells like a nectar , but the liquid is an aqueous solution which can liquefy anything .",1
"I have been learning it since a few years ago , and I ve made the level up to high school level in Japan .",1
"Have a nice day , ",1
Have you ever seen this movie ?,1
"In addition , she has gotten perfect score in TOEIC last year .",0
Explains as follows,0
I am afraid that I can not make a new friend .,1
Most of my mistakes are caused by unknown words .,1
The reason why I study English is that I want to make friends with people who live in other countries .,1
I wo not do that when I become a salary man and have a wife and children .,0
"One summer , I and my friend planned to go to the beach , but suddenly , she said to me , ",1
"After I come buck from Ireland , I thought Iwant to Learn English again , and someday I want to go toabroad again , I still learn English .",0
That was really tough because it was the first experience for me working at a school in my life though I had a qualification for it .,1
I wrote entry sheet for the exam .,0
"As you might know , baseball players at schools have to shave their heads .",1
I love ocean or pool very much .,0
,1
A C is kinda too much .,1
"Sometimes when I m tired of learning them , I want to give them up .",1
"Hi , nice to meet you , I visit here first time ! !",0
A new era of responsability,1
"Such as notwithstanding , last but not least .",0
A woman was sitting next to my table and was talking to her husband loudly .,1
"So , I love there .",0
goodbye and have a good days in chicago .,1
like it is a very well - loved character among both just fans of the book and Gene Wilder is performance .,0
"I went on top of the mountain , and I saw the sunset view .",1
As I want to use English well ! !,0
I want to be the body like these .,0
I am surprised to face the fact that is much different from my country and my life .,1
"At least years , in this city .",0
It is quite hard to move since he has so many books and luggages .,1
The most memorable thing this year was starting to do language exchanges .,1
And I have a question asking for your advice how could I get an internship in Japan or America ?,1
I must not choose wrong way anymore .,0
"Now it is so good to make mistakes , because I know you will correct them , so I will improve my English .",1
I know I can succeed .,1
But was it good for China at that time ?,1
what they wanted to do,0
This fish is fresh .,1
"If you learn cooking , you have to cook in the kitchen .",1
This place is situated in Norway .,1
I am sure I have eaten all kinds of sweets these weeks .,1
- English teacher for middle school students .,1
I had a very good time .,1
Compare with the Principles of Accounting I like the Principles of Economy more .,1
First I will tell you about the dormitories .,1
make friends with others,1
"Then we exchange first impressions in turn , including strong and weak points .",1
"Whenever you need to buy a ticket to take the tube , or you want something to drink , eat and so on .",1
I completely live in the opposite time .,1
I applied to my office to send me the U .,0
I want to be enthusiastic on something .,1
First I would like to go to Taiwan and Vietnam .,1
"as soon as possible , I have to go to bed .",1
Some says Japanese projects are more difficult than those of other countries .,1
"The pyrotechnikians make a lot of hard gunpowder , so I am thankful to them very much .",1
"I have been to the farm , but I never gone alpine garden .",0
"Then , I went to a bookstore and bought two books .",1
I will try to write every day .,1
"someimes it is quite hard to tell desire and dream apart , ",0
And I saw an elementary school teacher in the United States had written,1
"Today , I had to send an e - mail to the customer support of a foreign company to get help with our computer problems .",1
The fee of membership from New Japanese members who are interested travel to Europe or American .,1
Hello everyone .,1
It is a kind of exercise DVD like Billy is boot camp .,1
My boss said it is a stimulus for all employees .,1
"Thus , bilingual education tends to be signaled as the cause of lower levels of achievement .",1
"But , no guest yesterday .",0
So I miss some phone calls once in a while .,1
How I wish I am taller,0
U can hear the conversation in store sometimes .,0
winter season from the early of September to,0
"As she loves good food and good wine , I thought it would be a nice present for her to take her to a lovely restaurant .",1
"Believing that water from Crystal Brook could make good German can beer , he founded Coors Brewing Company in .",1
It is that Japanese patrol vessels got hit by a Chinese fish poaching ship .,1
I was running to the station and I sweat a lot .,1
Essay test,0
Japan lost the game to Paraguay .,1
But I can understand some parts .,1
Perhaps you are a very very distant relative of mine .,1
She is holding a party for all of her old classmates .,1
Do you have rules for health ?,1
"I am currently learning Latin for school this is my second year learning ! , and I am also learning Japanese recreationally ",1
or friends .,1
"In addition , even absolutely if children start English earlier , the idea it produces bilinguals are not true .",0
"The morning which the Japanese football team passsed the first stage , I waked up and felt something wrong with my throat .",1
I can already buy this movie .,1
How was it ?,1
So I will ask them to know the situation after that he goes to the doctor .,0
I know that i need to change myself,0
So I went to Kyoto city by using a bullet train on Friday night because the meeting would be scheduled from in morning .,1
I am very happy .,1
Recently I have been interested in Artificial intelligence .,1
Another well communicated point is America .,1
But I do not like those topics to talk .,1
"I do it mostly for studying English and browsing shopping sites , especially Amazon or clothing sites .",1
More than people died .,0
I am busy at party and work this week .,0
"I could not follow scenes and subs when I watched ' Transformers ' in D because it moved very quickly and was busy , so this time , I could easily watch ' Green Lantern ' .",1
I will never talk to strangers actively .,1
My name is Circle Lee .,0
A Sullen Guy Smiled,1
I have a quick question and your help will be very appreciated .,1
"and finally , created application such as Invader Game , and JPEG viewer .",0
I guessed answers to many questions .,0
That would make me relax greatly .,1
,1
and feel sad too !,0
I am not a kind of person who needs just a few hours sleep .,1
I rent movies once a week these days and try to watch as many as possible .,1
The One and Only,1
"In new years eve , I went to the count down party at the club with my friends .",1
the person who has the same name might be harm such as bullying,1
The man is IRA ISIDA .,1
"If you have two people who meet all of the three conditions , by what criteria would you decide which person to choose ?",1
I have nothing to fear .,1
"If the train comes late even one minutes or two minutes , they will anounce I am so sorry , the next train comes minutes late , please be patient to wait . .",0
"But somehow , my simulation program did not work properly .",1
I guess that the reason why I come to like basketball is japanese comics when I was in elementary shool .,0
"Recently , there are many bad news .",0
Here we go .,1
I have not updated my blog for so long -,1
"I hope the human will cherish the environment , then we can inspringing fresh air , sighting the blue sky and the star .",0
Give them a warm home and a chance to live .,1
Anthony Browne,1
"She said I do not like this class , it is not effective , not educational .",1
"Meanwhile , I should make a decision soon or later and step forward .",1
Because the damage was spread across a wide area and they are closed down to traffic .,1
"On the other hand , watching TV has occupied quite a lot of time in my life .",1
I want to talk with foreign people .,1
What am I doing ?,1
I have to brace myself more .,1
"When I met him for the first time , he was so small .",1
That site is so amazing .,0
Bye bye vacations .,0
I am the proofreader copy editor for the Journal of YYYYY .,1
"At my university , I am learned english in class",0
What s this sound ?,0
"The PC , with WinXP , does not find the printer and says that the printer is offline .",1
English has plenty of vocabralies than japanese .,0
"Yesterday , I went to interview for a part - time job , which is about web programming .",1
Today I talked with him through webcam chatting .,1
roses -,1
My coworkers like to trick with me .,0
I was amazed at that but I was happy then .,1
I stop and look around,1
Behaviour of Devil,0
Every my friends now got the job .,0
I am very interested in education and often connect this proverb with parenting .,1
I was very surprised and felt sad to read this article .,1
Question,0
first day in new school,0
Recently I saw one of his books called The pleasures and sorrows of work and felt some kind of relieved .,1
She is holding a party for all of her old classmates .,1
"though the leaning Japanese people and the English people , I want to correct you my entries .",0
"To be honest , I am not certain how much money is allocated to where .",1
But I seldom make document in this company .,0
You ca nt image how beautiful they are .,0
Sometimes it can lead to many misunderstandings .,1
I have heard one of my co - workers quit his job in next July .,1
I will become warm up next week may be .,0
"Such as musical instruments , such as breathing .",1
I am so much indulged in those old - days memories which relax me from my busy work .,1
"First of all , my English teacher recommended them to improve my English .",1
I am looking forward to helping my students study English from now on too .,1
Do not blame her for not feeling better,1
I have a brother and a mother .,1
How much is thought ?,0
He went traveling abroad for the first time .,1
Event staff,1
"At the same time , we have learned about teachers ' techniques , how to make plans for teaching children , the good way to communicate with other teachers , the president of the primary school , parents , and so on .",1
"Because they have another sense of values , way of thinking , cultural life and so on .",1
"Relations between parents and children , as all relations between people , firstly must be based on mutual respect .",1
I have had enough of studying English .,1
"Then , he suggests examples .",1
No way No Way,0
"However , as Japan became affluent , people , especially women , became less fond of the style .",1
Good Weekend !,0
"Just after getting out of the taxi , I found that I had lost businesscard case into the taxi .",0
"now i still ca not be without sweety when i feel upset , but not as before .",0
Yesterday is shine and warm enough so that we only wear a T - shirt .,0
Come on !,1
"In the same coffee shop in the dim light , you and I sat at the coffee table near the window while the sunshine was so cool that afternoon .",1
Today is my birthday ! !,1
We are the word and Heal the word are my favourite songs .,1
It is different for me to retell you a plot of this book .,0
"However , I am going to give you some directions to my flat from the College .",1
Tomorrow my classmate will hold his birthday party .,1
"The news was about a wild fire , which had happened in a place km away .",1
It was a sunny day .,1
This is my first diary but I do not know what else I should do .,1
He told me he absolutely loved it .,1
"By the way , I have change my work time .",0
"Opponents of cellular phones be banned on their arguments on three main issues individual learning , good - quality lecture and deal with disasters .",0
- Because asians consider about their ?,0
I am just waiting,1
is great partner for us in Asia .,0
"Recently , ecological is in trend and Toyota cars have the problem of accelerators , so I think that people had better ride bicycles as often as possible .",0
"I like snowboarding , but it is too cold to go outsideX - I am planning to go snowboarding next Sunday . I hope the weather is good that day .",1
I am so tired .,1
I think that it is a problem .,1
The beefs are boiled with slices of onion by little sweet soup .,0
Because the bird outside of my tent kept calling me mee - mee - .,1
how comfortable ! !,1
June I want to cheering the Korea with you !,0
"After leaving Japan , my weight has already increased by about kg !",1
Tomorrow morning I will get up early and go out to run .,1
"I hope that today is point is more than points , but perhaps it is impossible .",0
English is a kind of the most eclectic language in the world .,1
But he comes here every night and teaches like that .,1
I was busy but enjoy today !,0
He rescued me from a big tiger .,1
It ' s a miracle .,1
"Just put plastic bottles of drinks out of house , and soon you can get on the rocks .",0
Young answered .,1
"But , because of her recommendation , I strongly trust her and did nt stop use that stuffs .",0
"It was the third times to visit Paris for me , but I really enjoy my trip further than the previous trip .",0
It is really nice .,1
i do not know ! !,0
I often make mistakes that mistaken identity at your back figure .,0
"Though I have done what I had to do , I am really exhausted .",1
The U .,1
"But , I found that .",1
It is almost time my husband came home .,0
Prices have begun to go down these days in Japan .,1
"Suddenly , I go back , back to home , it is ridiculous !",1
"These are simple sentences , but please correct them .",1
Coming of Age Day,0
I would feel like speaking to grandma .,1
I do not like cold weather .,0
I seem to have two different personalities .,1
"They will great deal appearance in summer , because the warm temperature is able to help them hatched .",0
Because we are in love .,1
"There is no exiting always like of it , but it is interesting for me that a hero makes a smart job .",0
"I am sorry that I do not write as much , but I have to learn till ALL the exams are finished and that is at . .",1
"So I am often asked , What is the stuff in your photo ? .",1
It is such a small island !,1
I went to Tokyo Disney Sea .,0
But now .,1
Japanese Opera like fake .,0
I did not like English .,1
Also I have a monthly train and bus pass so that also good reason to go .,0
The result was taken today .,1
Starting and is not good .,0
My weekend,0
I wake up so early more then every day I woke up at . am .,1
"However , I am bound to distress myself about the weak point .",0
"It is about yen registration fee , medicine and handling charge .",0
I am lazy .,1
"But Chris Evans was the prize for me , I love this boy !",1
"She is the sort of person who is constantly striving to better herself not because she wants more money or glory , but because it gives her a feeling of accomplishment .",1
And I am studying today .,1
"And then , ",1
"Staying late at night is definitely bad for beauty and health , yes I know .",1
"Maybe that means nothing to others , but it is very important for me .",1
"Although I have to study English harder to reach my full potential , ",1
"No , I have not .",1
The handle is made from stainless so that it is very tough and it would not be rusted easily,1
But I hold out the best .,0
wins in a row,1
I felt the sense of accomplishment then .,1
"But on the other hand , one of the students at the University of the Philippines said that the quality of education must be the greatest problem that the students of the Philippines are facing these days .",1
